input,instruction,span_start,span_end,span_text,output
,what show is it based off of?,270.0,279.0,Pop Idol ,Pop Idol
,Who signed something?,55.0,0.0,"Alex Rodriquez signed a 10 year, a quarter of a billion dollar deal ($252 million) to play baseball with the Texas Rangers. ",The Texas Rangers signed Alex Rodriquez
,what happened to The Emma Brower?,1306.0,1310.0,down,It sank
,Did he eat any worms?,108.0,171.0,"He saw some worms on the bottom, but wasn't interested in them,",no
,Did she have another name formerly?,1269.0,1320.0,"Mrs. Archer, which was Miss Warden’s married name. ",yes
,What was his automatic response?,333.0,357.0, he dived and went down ,he dived and went down
,Who made an announcement,52.0,81.0,Hardwick made his announcemen,Hardwick.
,what even signaled it's begging?,97.0,151.0,It began with the collapse of the Western Roman Empire,the collapse of the Western Roman Empire
,Does any other Taliban spokesman disagree with Umar?,1034.0,1158.0,Other media reports have quoted another spokesman for the group as saying Mehsud is dead and a mourning period is underway. ,Yes
,"in 1905, who was control given to?",1325.0,1344.0, Bureau of Forestry,Bureau of Forestry
,This ended the hopes of which team?,845.0,0.0,Athletic,Athletic
,Does she have any other pets?,469.0,489.0,0,yes
,How far is that in miles?,317.0,361.0,"and carried the torch 137,000 km (85,000 mi)","85,000 mi"
,Was the water warm?,400.0,410.0,0,no
,What had made Sarah so excited when she came to speak to the narrator?,281.0,286.0,i have found the secret door,i have found the secret door
,Was capital punishment an option for Lane?,724.0,764.0,he is not eligible for the death penalty,no
,What did Hooja tell the inhabitants of Pellucidar about John Carter?,89.0,105.0,that i was of another world and that i had tired of this and of its inhabitants,that i was of another world and that i had tired of this and of its inhabitants
,What were the various means the Moorish knights used to provoke the Christian warriors to the field?,81.0,113.0,"sometimes a body of them , fleetly mounted , would gallop up to the skirts of the camp and try who should hurl his lance farthest within the barriers","sometimes a body of them , fleetly mounted , would gallop up to the skirts of the camp and try who should hurl his lance farthest within the barriers"
,Name one of the countries that did?,783.0,791.0, Austria,Austria
,how was he woken up?,1267.0,1282.0,Some hot coffee,Some hot coffee
,How long has it been permanently settled for?,477.0,497.0,for about 2000 years,for about 2000 years
,what makes up the name Amtrak?,881.0,950.0,"The name ""Amtrak"" is a portmanteau of the words ""America"" and ""trak"",","""America"" and ""trak"","
,Were the Greeks ever in the area?,416.0,453.0,"the presence of the Thracians, Greeks",yes
,Did the Egyptian army have outstanding calvary?,1529.0,1581.0,cavalry--an arm in which the Egyptian Army was weak.,no
,Who was there to help him after his fit?,22.0,124.0,"When John Jasper recovered from his fit or swoon, he found himself being tended by Mr. and Mrs. Tope, ","Mr. and Mrs. Tope,"
,Where?,1490.0,1522.0,on the back of admission tickets,on the back of admission tickets
,which sea borders it?,189.0,0.0,Celtic Sea,Celtic Sea
,Who is his teammate?,137.0,151.0,0,Lewis Hamilton
,What did Fred do to stop Bill Glutts?,95.0,102.0,made a wild dash over some low bushes,made a wild dash over some low bushes
,In what?,780.0,818.0,t Kenny de Schepper in straight sets. ,straight sets.
,When was the original surgery done?,588.0,707.0,"Trobaugh says that in March 2006, Adams gave her a breast augmentation, tummy tuck and liposuction -- all at one time. ",March 2006
,does the assembly meet monthly?,711.0,762.0,September to December and resumed part from January,no
,What was it called there?,44.0,145.0,"the Latin translatio (which itself comes from trans- and from fero, the supine form of which is latum","the Latin translatio (which itself comes from trans- and from fero, the supine form of which is latum"
,When was the Mega Drive introduced?,979.0,1038.0, Sega Enterprises followed suit with the Mega Drive in 1988,1988
,What's his position?,205.0,228.0,star striker Grant Holt,striker
,what is shaped as a mitten?,511.0,530.0,The Lower Peninsula,The Lower Peninsula
,what were they playing?,486.0,527.0,In front of the largest ever tennis crowd,tennis
,Who owned the boat they were in?,1308.0,1352.0,0,Skene
,Did Augusts inquire further?,0.0,1610.0,"And what is that?"" said Augustus, looking round to Mrs. Baker as though he thought it well that she should be out of the room before the expected communication was made.",yes
,did they use their buckets to dig?,215.0,277.0,They both started digging holes in the sand with their shovels,no
,What was his nickname?,192.0,237.0,"The 37-year-old ""Little Master"" was unbeaten ",Little Master
,What did she say she was going to help him do?,1363.0,1375.0,write a book,write a book
,What road?,9.0,220.0,"The driver of a Toyota Prius says he was taken on a wild ride Monday after the car's accelerator became stuck, reaching speeds in excess of 90 mph on a winding, hilly portion of a southern California interstate.",A southern California interstate.
,Where was Hop from?,1056.0,1088.0,A moment later the Chinese cook ,China
,Who called Davenport a coward?,566.0,619.0,0,Fred
,By whom?,0.0,793.0,but had been murdered on the bank by an old man,an old man
,How many students are enrolled there?,1338.0,0.0,"With a total student enrollment of about 6,400","about 6,400"
,Does she have other offspring?,111.0,128.0,says her daughter,yes
,What country is it based in?,0.0,119.0, American multinational mass media company a,America
,Was the visitor male or female?,180.0,0.0,guy ,Male
,Who did he receive instructions from?,1230.0,1284.0,0,Mr. Villiers
,How did Lord Dreever feel about staying at Dreever in the summer and autumn?,56.0,64.0,he felt aggrieved with the world,he felt aggrieved with the world
,is it the 12 biggest island in the world?,229.0,342.0,"and the ninth-largest island in the world. In 2011 the island had a population of about 61 million people, making",no
,Going back what Hokkien means in pinyin?,1180.0,1209.0,"pinyin: Mǐnnányǔ, Mǐnnánhuà; ","pinyin: Mǐnnányǔ, Mǐnnánhuà;"
,Who was it based on?,1413.0,1469.0, thriller based on former CIA agent Valerie Plame Wilson,Valerie Plame Wilson
,How many is he accused of killing?,121.0,153.0,accused of killing three members,three
,Who was afraid to leave Bostwick there?,290.0,397.0,"""That is true, but we can't leave this poor chap here. He might die for the want of care,"" came from Tom. 
",Tom.
,what power did he have?,1418.0,1448.0,0,power in France
,Who was he meeting with?,122.0,182.0,"his friend waiting for a moment. ""Come in, Deane, old chap,""",Deane
,any others?,284.0,298.0,Ernest Wallace,yes
,What color was the fox?,9.0,9.0,0,red
,What activity did Marla want her to do?,45.0,99.0,"""It's time Anne was in to do her sewing,"" said Marilla",sewing
,Did Obama bully at the G-20?,1040.0,1050.0,He charmed,No
,What was the name of the movie that Cpl. David Godwin watched with Sgt. Robert Bales and Sgt. Jason McLaughlin just hours before the alleged attack?,350.0,0.0,good deeds of afghanistan killings,good deeds of afghanistan killings
,Who is his coach?,766.0,0.0,0,Boris Becker
,Who got the Republican nomination?,289.0,326.0,Republican Party nominees John McCain,John McCain
,Why?,379.0,437.0," I never liked long walks, especially on chilly afternoons","They never liked long walks, especially on chilly afternoons"
,what sport is being discussed?,96.0,121.0, Sunday's Rugby World Cup,Rugby
,less than 0?,563.0,593.0,he pH value can be less than 0,Yes
,Did they win the match?,121.0,160.0,4-0 victory at home to Racing Santander,yes
,What is Terry Flynn's opinion of Obama's health care law?,249.0,269.0,0,flynn said his friend ' s unemployed son ( a recent college graduate ) wouldn ' t have health insurance coverage
,"What favor does the Captain ask, instead?",602.0,678.0,0,That Kenneth take a note to his father
,Which stadium do the Cubs play in?,215.0,0.0,the team plays its home baseball games at Wrigley Field.,Wrigley Field.
,Where was Tom?,651.0,677.0,Tom was at Sacramento City,Sacramento City
,How did Sakr-el-Bahr direct his crew while on the poop-deck?,345.0,0.0,shouted his orders to the steersmen in their niches on either side of the stern,shouted his orders to the steersmen in their niches on either side of the stern
,What other type of people?,87.0,144.0," There were present scientists, men of letters, artists, ","artists,"
,Was he identified by name?,1246.0,1273.0,CNN is not identifying him ,no
,What is rationalism the same as?,1417.0,1455.0,rationalism is identical to philosophy,philosophy
,Who did Essper see that made him happy?,1200.0,1286.0,Essper returned with the joyful intelligence that Owlface and his master had been seen,Owlface and his master
,What was his wife's name?,336.0,368.0,"Heston's wife of 64 years, Lydia",Lydia
,What did they contribute to founding?,789.0,0.0,"among other things, led to the foundation of the European Union. 
",European Union.
,What's the other name for Standard Malay?,1242.0,0.0,Court Malay,Court Malay
,do they work with NGOs?,1254.0,1327.0,0,yes
,who was ruling then?,200.0,279.0,coinciding with the later years of the Shang and Zhou dynasties in North China.,the Shang and Zhou dynasties
,What kind of crimes?,412.0,489.0,0,war crimes and crimes against humanity
,Was his mom satisfied with his treatment?,464.0,532.0,she had been dissatisfied with the treatment he received at a clinic,no
,what kind of traditio?,42.0,68.0,religious or philosophical,religious or philosophical
,How old was he?,195.0,310.0,"Despite having little formal legal education, Chen began advocating on behalf of villagers in 1996 at the age of 25",25
,Who did Lady Fawn think was making a sacrifice?,0.0,0.0,"""But he made it!"" pleaded Lady Fawn.",Mr. Greystock
,Does it seem like they're friends?,0.0,1430.0," ""Here I am,"" he said. ""What do you want, and how did you know I was in town?"" ",no
,Did he finish all of his breakfast?,758.0,856.0,"""Come, then, we will go to him at once,"" said Rooney, tying up the remains of Egede's breakfast. """,No
,What is the name of the company that made Britain's first television broadcast?,182.0,185.0,baird television ltd .,baird television ltd .
,To what?,1422.0,1526.0,0,The inner doors of the cupboard
,What did Will do to try and overcome his feelings of hopelessness towards Flora?,344.0,346.0,cutting a joke,cutting a joke
,What kind of cooking was it he didn't like?,518.0,526.0, foreign,foreign
,How many are full members?,1281.0,1300.0,55 are full members,55
,Who was his co-star?,935.0,1051.0,"ibeiro acknowledged that playing Will Smith's dorkier cousin during ""Fresh Prince's"" six-season run in the '90s did ",Will Smith
,Whose the mayor now?,914.0,930.0,0,Manuela Carmena
,named what?,1440.0,1472.0,who was now a dog named Herbert.,Herbert.
,What is David Teater's mission since his son's death?,366.0,380.0,raising awareness about the dangers of talking on a cell phone while behind the wheel,raising awareness about the dangers of talking on a cell phone while behind the wheel
,What color?,357.0,0.0,a pair of white boxer shorts,white
,What did the person of focus do?,237.0,268.0,composer and a virtuoso pianist,composer and pianist
,Were they surprised to see someone approaching on the road?,1300.0,1391.0, both gave a start of surprise when they discovered two soldiers walking along the roadway ,yes
,What was the last league win for Cagliari at the San Siro?,267.0,267.0,1995,1995
