input,instruction,span_start,span_end,span_text,output
,When did it start?,82.0,0.0,end of the Ordovician Period,end of the Ordovician Period
,Whose bed was closest to Tom's?,941.0,946.0,Larry,Larry
,What show was the stepping stone of her singing career?,1095.0,1198.0,"Duff established a successful singing career on the heels of her popular Disney show, ""Lizzie McGuire,""","""Lizzie McGuire,"""
,What is it's population according to the 2010 census?,227.0,301.0,"population of the City of Albany was 97,856 according to the 2010 census. ","97,856"
,What did Kaci Hickox write about the new state policies for dealing with health care workers returning from West Africa?,99.0,0.0,she was ordered placed in quarantine at a hospital,she was ordered placed in quarantine at a hospital
,How much is it worth?,819.0,0.0,Duke is the seventh-wealthiest private university in America with $11.4 billion in cash and investments in fiscal year 2014.,$11.4 billion in cash and investments
,How often does he ask about Nita?,832.0,869.0,availed himself of every opportunity ,availed himself of every opportunity
,How many do they learn?,2004.0,2042.0,0,"1,800"
,how old was Forde when the crimes were committed?,155.0,0.0,"""I was a kid when he was involved in these crimes,"" says Forde",young
,What is the MLS Cup?,130.0,131.0,championship game,championship game
,Name an institution there with a well regarding program for research?,469.0,0.0,University of Rochester ,University of Rochester
,what turned the lion into a lamb and the lamb into a lion,1346.0,1379.0,sudden danger and a haunting fear,sudden danger and a haunting fear
,Who died?,0.0,18.0,Richard Ben Cramer,Richard Ben Cramer
,What did it do instead?,736.0,799.0, it furnishes a criticism or comparison that compares the state,it furnishes a criticism
,Where was Berenger hoping to go?,0.0,263.0,Berenger was obliged to crave permission from the King to spend some hours in riding with Osbert to the first hostel on their way,A hostel
,What is a CCD?,725.0,754.0,census county division (CCD).,a census county division
,What do they advocate?,138.0,158.0,advocates for change,for change
,"What is her current single, ""Good Girl"" ranked?",877.0,882.0,No. 8,No. 8
,Which is?,1017.0,1193.0,"Some major islands, including Great Britain, Iceland, and Ireland, and those of Japan, the Philippines and Indonesia, are often included under the popular definition of Eurasia",Iceland
,What did Charles V rule over?,72.0,154.0,was ruler of both the Spanish Empire from 1516 and the Holy Roman Empire from 1519,the Spanish Empire and the Holy Roman Empire
,Where was the Walmart located ?,343.0,0.0,"went to the Walmart last month in Beavercreek,",Beavercreek
,what day was it,233.0,264.0,"Enough to say, that by Saturday",Saturday
,How does it rank in terms of size to other Ivy League colleges?,1386.0,0.0,Dartmouth is the smallest university in the Ivy League,the smallest
,What is the median age of the population in Africa?,200.0,202.0,19 . 7,19 . 7
,Where the sound came from?,188.0,244.0,"Suddenly came a dull, crashing sound from the schoolroom",the schoolroom
,how many are named?,0.0,701.0,"Nāstika Indian philosophies include Buddhism, Jainism, Cārvāka, Ājīvika, and others. ",Four
,Which sibling left the others first?,440.0,447.0,Timothy,Timothy
,What did he see?,46.0,68.0,He saw a bright light.,A bright light.
,What was Stewart's job?,1296.0,1332.0,0,He was vice president of a cleaning company.
,why?,1206.0,1235.0, mom said it was getting late,she said it was getting late
,what is this about ?,0.0,8.0,Ethiopia,Ethiopia
,What was the guy who started this talk wearing?,44.0,161.0,"""Who ever saw such a downpour before?"" growled one of the three men, as he switched the water from his soft felt hat.",A hat
,what non infectious causes are listed?,1153.0,1334.0," non-infectious causes may also result in diarrhea, including hyperthyroidism, lactose intolerance, inflammatory bowel disease, a number of medications, and irritable bowel syndrome","hyperthyroidism, lactose intolerance, inflammatory bowel disease, a number of medications, and irritable bowel syndrome"
,What brightly colored outfit is he known to wear?,0.0,403.0,lederhosen,lederhosen
,who phoned to say the parts were ready?,414.0,0.0, Carl got a message from Mr. X,Mr. X
,What is the victims name?,1332.0,1349.0,"Utash, the driver",Utash
,when?,880.0,915.0,construction will start on Dec. 22.,Dec. 22.
,where?,0.0,1572.0,0,"in Kampala, Uganda"
,Is paper a thick material?,0.0,24.0,Paper is a thin material,No.
,What did Violet feel about Theodora's conduct in company?,332.0,334.0,uneasy and distressed,uneasy and distressed
,Who did he serve with then?,1500.0,1506.0,Walter,Walter
,Did they advance in the tournament?,9.0,0.0,Inter Milan exited this season's Champions League to Marseille,"yes, Marseille advanced"
,Is that what he wanted to do?,0.0,258.0,Isaac's dream was to work in the factory with the elves making toys,No
,What has he been doing that has caused problems with his mates?,1134.0,1189.0,Johnson has been guilty of speaking his mind too freely,Speaking his mind too freely
,What was spreading through parts of Europe at this time?,1254.0,1277.0,0,the Revolutions of 1989
,did something happen on the day that follows Saturday?,134.0,158.0,0,Yes
,Who did Mohammed Hamzah Khan invite to join him on his trip?,153.0,163.0,his family,his family
,Did they ever run out of money?,907.0,939.0,0,yes
,did he get tired of it?,0.0,168.0,When Poppy was tired of that,yes
,What caused that?,857.0,900.0,"Dan Baxter, and struck him across the mouth",Dan struck him across the mouth
,Who's hut?,0.0,0.0,nto the darkness of Omar's hut,Omar's
,What lived?,29.0,42.0, a Daddy bird,a Daddy bird
,What war did he serve in?,295.0,308.0,0,South Vietnam. The Vietnam War.
,Is nitrogen present in DNA?,0.0,1549.0,0,Yes
,What's that?,1130.0,1192.0,"after purchasing an 80% interest in cable sports channel ESPN,",A cable sports channel
,How did he feel?,219.0,257.0,John was so excited that he could clap,excited
,What was he doing?,24.0,71.0,He was reading a book that his teacher gave him,Reading a book.
,Where is Eastern Europe?,0.0,60.0,Eastern Europe is the eastern part of the European continent,the eastern part of the European continent
,What did Bono do after the midair scare?,342.0,347.0,he met with walter lindner,he met with walter lindner
,When?,1140.0,1144.0,1820,1820
,Was the county ever expanded?,1349.0,1396.0,0,Yes
,What was his wife's name?,1451.0,1462.0,Anni Dewani,Anni Dewani
,What time did the two ladies arrive in the Square?,0.0,319.0,0,eleven
,Who returned to his room?,15.0,152.0,"Wingate, after several strenuous hours spent in Slate's office, returned to his rooms late that night, to find Peter Phipps awaiting him.",Wingate
,"What other genres did James Mangold draw upon to make ""The Wolverine"" stand out from the rest of the X-Men series?",151.0,161.0,gun - slinging westerns and swordfighting samurai films,gun - slinging westerns and swordfighting samurai films
,Do they think they will be succesful?,-1.0,-1.0,unknown,unknown
,When was he born?,30.0,44.0,3 January 1892,3 January 1892
,Was he working 40 + hours again?,451.0,484.0,"would not hear of his going back,","would not hear of his going back,"
,Does he have relatives?,1028.0,0.0,Kenyan counter terrorism sources said Norwegian intelligence services in Kenya were investigating both Ikrima and the Norwegian citizen and have spoken to the latter's sister in Norway. ,Yes
,Who was crying?,27.0,78.0,"Across the body of that convulsively sobbing woman,",a woman
,Who is the prisoner?,57.0,61.0,Link,Link
,What time?,16.0,101.0,"Philippa and Helen met in the drawing-room, a few minutes before eight that evening. ",A few minutes before eight
,What did Link Merwell say about Job Haskers in his letter?,204.0,216.0,he said he didn ' t know what had become of haskers,he said he didn ' t know what had become of haskers
,What kinds?,0.0,371.0,"Birds, cats and all kinds of lizards would climb the tree too! Rabbits, dogs, frogs and and many ground animals loved to play around the bottom of the tree.","Birds, cats, all kinds of lizards, rabbits, dogs, frogs and and many ground animals. loved to play around the bottom of the tree."
,Is he popular?,211.0,0.0,he star of the viral videos,yes
,Who did Phil Newell know at the navy-yard who could help them set things straight?,375.0,377.0,old caleb walton,old caleb walton
,What is it's capital?,1277.0,1341.0,The capital of the United Kingdom and its largest city is London,London
,Was it raining?,881.0,910.0,The snow was over a foot deep,The snow was over a foot deep
,Who did?,336.0,0.0,0,Chris Anderson
,Who said that,790.0,910.0,"It is believed he killed the children at the same time, and that the crime happened in Lexington County, McCarty said. 
",McCarty
,What was the amount that the neighboorhood watch leader recieved?,170.0,0.0,"about $200,000","about $200,000"
,who said this?,1271.0,1288.0,Matt Zoller Seitz,Matt Zoller Seitz
,Who founded the bank?,147.0,211.0,0,Muhammad Yunus
,What does she inspire in him?,0.0,1630.0,genuine respect,genuine respect
,How many people are served each month?,1226.0,0.0,over 40 million,over 40 million
,How far did the horses and sleigh travel before they reached the spot Hendrik knew of?,224.0,226.0,five hundred feet,five hundred feet
,Who was lying down?,0.0,1710.0,Derek lay on his back,Derek
,Does he have a live show?,40.0,112.0, his weekly sound-off segment on CNN.com Live at 11:10 a.m. ET Wednesday,yes
,What does the settler compare Jim to?,984.0,1002.0,hey are like dogs ,dogs
,What did he have?,195.0,256.0,"Brown knew and frowned, for he had been broken by the malaria",malaria
,How much income did the generate in 1997?,1167.0,1178.0, $1 billion,over $1 billion
,What do they create?,186.0,190.0,seed,seeds
,Where they satisfied with their orders?,587.0,680.0, But the restaurant didn't get any of the orders right because they had their sauces mixed up,No
,What is the name of the Sudanese woman sentenced to die for refusing to renounce her Christianity?,48.0,0.0,meriam yehya ibrahim,meriam yehya ibrahim
,What was the year of its expansion?,692.0,780.0,"Their father had owned an antique company in Houndsditch, London, which expanded in 1833",1833
,Was he supposedly in dependent of the ladies?,1597.0,1777.0,"that it was almost contentment; and that he did not absolutely dislike their habits was plain from his adherence to the ladies, though he might have been quite independent of them.",He could have been but he wasn't
,is it available on the internet?,674.0,754.0,0,yes
,What is one thing they refuse?,1173.0,1199.0,They reject Trinitarianism,Trinitarianism
,What country does this happen in?,937.0,941.0,Iran,Iran
,Did she do as he asked?,1146.0,1230.0,"
She resumed for a moment her former position, and stood looking at the opposite hil",Yes
,Who called the police to go there?,662.0,721.0,A man believed to be a relative of Golden's made a 911 call,A man believed to be a relative of Golden's
,who is one of his cloest allies?,1042.0,1226.0,"Adm. Michael Mullen, chairman of the U.S. Joint Chiefs of Staff, is one of Kayani's closest professional and personal allies, having met with him many times in the past several years. ",Michael Mullen
